lakeid,year4,daynum,sampledate,depth,cl,so4,ca,mg,na,k,fe,mn
FI,2014,252,9/9/2014,12,,,29.73,19.66,4.35,2.42,0.37,0.32
FI,2014,252,9/9/2014,14,,,30.56,19.79,4.37,2.43,0.55,0.4
FI,2014,252,9/9/2014,16,,,30.37,19.89,4.37,2.44,0.72,0.45
FI,2014,252,9/9/2014,18,,,30.95,19.83,4.49,2.54,0.86,0.48
FI,2014,275,10/2/2014,0,,,21.33,20.18,4.54,2.44,0.02,0.01
FI,2014,275,10/2/2014,4,,,21.62,20.48,4.58,2.44,0,0
FI,2014,275,10/2/2014,8,,,21.09,20.56,4.51,2.43,0,0.01
FI,2014,275,10/2/2014,16,,,30.59,20.7,4.47,2.56,0.78,0.46
FI,2014,275,10/2/2014,16,,,30,20.68,4.5,2.55,0.75,0.45
FI,2014,308,11/4/2014,0,8.69,1.45,28.06,20.82,5.3,2.4,0.02,0
FI,2014,308,11/4/2014,4,8.67,1.41,28.53,20.96,5.22,2.38,0.02,0
FI,2014,308,11/4/2014,16,8.68,1.45,28.53,21.12,5.34,2.4,0.02,0
FI,2014,308,11/4/2014,16,8.68,1.45,28.23,20.91,5.33,2.4,0.03,0
FI,2015,16,1/16/2015,0,9.17,1.67,25.29,19.73,4.44,2.34,0,0
FI,2015,16,1/16/2015,4,,,24.91,19.75,4.78,2.33,0,0
FI,2015,16,1/16/2015,8,9.22,1.7,25.21,19.73,4.69,2.38,0,0
FI,2015,16,1/16/2015,12,,,25.55,19.98,4.49,2.38,0,0
FI,2015,16,1/16/2015,16,9.35,1.66,26.91,20.26,4.6,2.36,0.01,0.19
FI,2015,16,1/16/2015,16,9.43,1.68,26.2,20.11,4.71,2.48,0.01,0.18
FI,2015,89,3/30/2015,0,,,37.8,22.07,6.38,2.67,0,0
FI,2015,89,3/30/2015,0,,,37.19,21.94,5.76,2.41,0.01,0
FI,2015,89,3/30/2015,4,,,37.62,22.05,6.67,2.71,0,0
FI,2015,105,4/15/2015,0,8.61,1.71,38.2,21.9,5.64,2.36,0,0
FI,2015,105,4/15/2015,0,8.56,1.71,38.13,21.78,5.66,2.37,0,0
FI,2015,105,4/15/2015,4,,,37.99,21.78,5.58,2.32,0,0
FI,2015,105,4/15/2015,8,8.59,1.77,38.03,21.69,5.64,2.32,0,0
FI,2015,105,4/15/2015,12,,,38.05,21.76,5.5,2.31,0.01,0
FI,2015,105,4/15/2015,16,8.58,1.78,38.06,21.83,5.62,2.32,0.01,0.01
FI,2015,120,4/30/2015,0,,,38.49,21.38,5.45,2.26,0,0
FI,2015,120,4/30/2015,4,,,38.83,21.74,5.43,2.27,0,0
FI,2015,120,4/30/2015,4,,,39.03,21.59,5.49,2.33,0,0
FI,2015,132,5/12/2015,0,,,29.34,21.21,4.53,2.31,0.01,0
FI,2015,132,5/12/2015,4,,,29.85,21.6,4.86,2.36,0.01,0.01
FI,2015,132,5/12/2015,4,,,29.65,21.67,4.69,2.41,0.01,0
FI,2015,132,5/12/2015,8,,,30.19,21.77,4.71,2.38,0,0
FI,2015,132,5/12/2015,12,,,31.01,21.9,4.71,2.42,0,0
FI,2015,132,5/12/2015,16,,,30.36,21.72,4.79,2.45,0.02,0.21
FI,2015,149,5/29/2015,0,,,28.98,21.37,4.69,2.35,0.01,0
FI,2015,149,5/29/2015,4,,,29.38,21.54,4.84,2.29,0.01,0
FI,2015,149,5/29/2015,4,,,29.3,21.22,5,2.31,0.01,0
FI,2015,161,6/10/2015,0,,,25.22,21.48,4.89,2.31,0,0
FI,2015,161,6/10/2015,4,,,27.11,21.62,4.81,2.31,0,0
FI,2015,161,6/10/2015,8,,,31.23,21.84,4.88,2.39,0,0
FI,2015,161,6/10/2015,10,,,31.9,21.95,4.97,2.45,0.01,0
FI,2015,161,6/10/2015,12,,,32.37,22.25,5.07,2.47,0.01,0
FI,2015,161,6/10/2015,12,,,32.47,21.9,4.91,2.24,0.01,0
FI,2015,161,6/10/2015,14,,,32.23,22.16,5.01,2.47,0.08,0.26
FI,2015,161,6/10/2015,16,,,32.56,21.99,5,2.48,0.52,0.54
FI,2015,161,6/10/2015,18,,,32.95,22.43,4.93,2.5,0.41,0.56
FI,2015,176,6/25/2015,0,,,23.2,20.99,4.93,2.27,0,0
FI,2015,176,6/25/2015,4,,,24.54,21.04,4.83,2.28,0,0
FI,2015,176,6/25/2015,4,,,24.59,20.88,4.83,2.31,0,0
FI,2015,188,7/7/2015,0,,,23.57,21.25,99.99,2.33,0,0
FI,2015,188,7/7/2015,4,,,24.59,21.17,4.99,2.3,0,0
FI,2015,188,7/7/2015,8,,,32.38,21.89,5.01,2.37,0,0
FI,2015,188,7/7/2015,10,,,33.62,21.74,5.1,2.33,0,0
FI,2015,188,7/7/2015,12,,,32.94,21.87,5.05,2.43,0.01,0.35
FI,2015,188,7/7/2015,12,,,33.61,21.88,5.05,2.41,0.01,0.34
FI,2015,188,7/7/2015,14,,,33.08,21.83,5.05,2.41,0.23,0.45
FI,2015,188,7/7/2015,16,,,33.57,21.96,5.1,2.44,0.7,0.55
FI,2015,188,7/7/2015,18,,,33.67,21.66,5.25,2.45,0.49,0.56
FI,2015,202,7/21/2015,0,,,22.38,20.95,5.03,2.29,0,0
FI,2015,202,7/21/2015,4,,,23.68,21,5.14,2.31,0,0
FI,2015,202,7/21/2015,4,,,23.65,21.08,5.05,2.34,0,0
FI,2015,218,8/6/2015,0,9.17,1.54,20.73,20.13,4.94,2.35,0.01,0
FI,2015,218,8/6/2015,4,9.18,1.53,21.36,20.03,5.15,2.39,0,0
FI,2015,218,8/6/2015,6,8.88,1.58,28.62,20.27,4.99,2.39,0,0.13
FI,2015,218,8/6/2015,8,8.94,1.82,31.22,20.47,5.05,2.39,0,0.05
FI,2015,218,8/6/2015,10,,,31.27,20.26,4.87,2.39,0.06,0.13
FI,2015,218,8/6/2015,12,8.96,1.14,31.4,20.56,4.96,2.37,0.21,0.33
FI,2015,218,8/6/2015,12,8.97,1.11,31.41,20.46,5.07,2.49,0.19,0.34
FI,2015,218,8/6/2015,14,,,31.76,20.54,5,2.45,0.46,0.45
FI,2015,218,8/6/2015,16,9.01,0.88,31.91,20.6,4.93,2.48,0.69,0.51
FI,2015,218,8/6/2015,18,9.04,0.81,32.45,20.71,5.06,2.53,0.78,0.53
FI,2015,230,8/18/2015,0,,,20.71,21.31,5.27,2.32,0,0
FI,2015,230,8/18/2015,0,,,20.78,21.34,5.44,2.34,0,0
FI,2015,230,8/18/2015,4,,,22.31,21.46,5.23,2.39,0,0
FI,2015,243,8/31/2015,0,,,22.81,21.39,5.21,2.36,0,0
FI,2015,243,8/31/2015,4,,,22.87,21.5,5.19,2.32,0,0.01
FI,2015,243,8/31/2015,8,,,33.89,21.72,5.11,2.35,0.03,0.14
FI,2015,243,8/31/2015,8,,,33.66,21.82,5.13,2.31,0.02,0.14
FI,2015,243,8/31/2015,10,,,33.92,21.47,5.02,2.35,0.1,0.16
FI,2015,243,8/31/2015,12,,,33.96,21.71,5.11,2.39,0.35,0.39
FI,2015,243,8/31/2015,14,,,35.11,22.14,5.22,2.43,0.7,0.52
FI,2015,243,8/31/2015,16,,,36.54,22.03,5.09,2.52,1.05,0.6
FI,2015,243,8/31/2015,18,,,36.79,22.03,5.22,2.59,1.16,0.62
FI,2015,281,10/8/2015,0,,,24.28,21.14,4.58,2.44,0.01,0
FI,2015,281,10/8/2015,4,,,24.2,21.03,4.62,2.45,0.01,0
FI,2015,281,10/8/2015,4,,,24.04,20.97,4.63,2.42,0.01,0
FI,2015,281,10/8/2015,8,,,24.13,20.95,4.51,2.41,0.01,0.01
FI,2015,281,10/8/2015,16,,,35.35,21.55,4.53,2.61,0.99,0.57
FI,2015,308,11/4/2015,0,9.7,1.19,27.44,21.03,4.58,2.41,0.01,0
FI,2015,308,11/4/2015,4,8.87,1.69,27.01,21.09,4.57,2.4,0.01,0
FI,2015,308,11/4/2015,16,9.55,1.24,27.26,20.98,4.59,2.41,0.02,0.04
FI,2015,308,11/4/2015,16,8.87,1.76,27.37,20.85,4.6,2.42,0.02,0.04
FI,2016,47,2/16/2016,0,3.42,0.59,30.34,22.19,,2.46,0.01,0
FI,2016,47,2/16/2016,4,,,29.52,21.64,,2.38,0.01,0
FI,2016,47,2/16/2016,8,9.27,1.63,29.84,21.55,,2.38,0.01,0
FI,2016,47,2/16/2016,12,,,30.19,21.82,,2.35,0.01,0.01
FI,2016,47,2/16/2016,16,9.33,1.84,30.91,21.72,,2.41,0.06,0.3
FI,2016,47,2/16/2016,16,9.36,1.85,31.37,21.73,,2.42,0.06,0.29
FI,2016,95,4/4/2016,0,,,31.38,20.22,,2.2,0.01,0
FI,2016,95,4/4/2016,0,,,31.25,20.09,,2.21,0.02,0
FI,2016,95,4/4/2016,4,,,30.84,20.14,,2.2,0.01,0
FI,2016,102,4/11/2016,0,8.64,1.53,31.52,20.09,,2.12,0.01,0
FI,2016,102,4/11/2016,4,,,31.28,20.3,,2.11,0.02,0
FI,2016,102,4/11/2016,8,8.69,1.58,31.47,20.22,,2.16,0.01,0
FI,2016,102,4/11/2016,8,8.6,1.57,31.32,20.2,,2.16,0.01,0
FI,2016,102,4/11/2016,12,,,31.44,20.33,,2.1,0.01,0
FI,2016,102,4/11/2016,16,8.59,99.99,31.62,20.41,,2.15,0.01,0
FI,2016,120,4/29/2016,0,,,33.01,22.92,,2.48,0.01,0
FI,2016,120,4/29/2016,4,,,33.31,23.07,,2.48,0.01,0
FI,2016,120,4/29/2016,4,,,32.73,22.72,,2.48,0.01,0
FI,2016,133,5/12/2016,0,,,34.44,23.38,,2.6,0.01,0
FI,2016,133,5/12/2016,4,,,33.64,23.16,,2.61,0.01,0
FI,2016,133,5/12/2016,4,,,33.95,23.48,,2.6,0.01,0
FI,2016,133,5/12/2016,8,,,33.59,23.23,,2.59,0.01,0
FI,2016,133,5/12/2016,12,,,34.37,23.76,,2.62,0.02,0.07
FI,2016,133,5/12/2016,16,,,35.13,23.64,,2.65,0.11,0.35
FI,2016,145,5/24/2016,0,,,32.92,23.21,,2.55,0.01,0
FI,2016,145,5/24/2016,4,,,33.45,23.33,,2.55,0.01,0
FI,2016,145,5/24/2016,4,,,33.74,23.11,,2.54,0.01,0
FI,2016,158,6/6/2016,0,,,30.64,22.64,,2.45,0.01,0
FI,2016,158,6/6/2016,4,,,30.65,22.63,,2.41,0,0
FI,2016,158,6/6/2016,4,,,30.55,22.63,,2.47,0.02,0
FI,2016,158,6/6/2016,8,,,33.38,22.75,,2.52,0,0
FI,2016,158,6/6/2016,10,,,33.96,22.8,,2.54,0.02,0.03
FI,2016,158,6/6/2016,12,,,34.04,22.81,,2.52,0.02,0.05
FI,2016,158,6/6/2016,14,,,33.73,22.59,,2.56,0.06,0.27
FI,2016,158,6/6/2016,16,,,34.17,22.65,,2.57,0.41,0.56
FI,2016,158,6/6/2016,18,,,34.66,22.98,,2.61,0.48,0.57
FI,2016,174,6/22/2016,0,,,23.65,22.35,,2.42,0,0
FI,2016,174,6/22/2016,0,,,23.71,22.5,,2.36,0,0
FI,2016,174,6/22/2016,4,,,24.88,22.18,,2.41,0,0
FI,2016,190,7/8/2016,0,,,22.62,22,,2.35,0,0
FI,2016,190,7/8/2016,4,,,22.85,22.14,,2.36,0,0
FI,2016,190,7/8/2016,8,,,34.45,22.97,,2.49,0,0
FI,2016,190,7/8/2016,10,,,36.08,23.03,,2.5,0,0.02
FI,2016,190,7/8/2016,10,,,35.77,23.01,,2.51,0,0.01
FI,2016,190,7/8/2016,12,,,35.02,23.23,,2.52,0.02,0.4
FI,2016,190,7/8/2016,14,,,34.81,23.49,,2.57,0.46,0.52
FI,2016,190,7/8/2016,16,,,35.5,23.36,,2.59,0.85,0.6
FI,2016,190,7/8/2016,18,,,35.52,23.3,,2.58,0.92,0.61
FI,2016,203,7/21/2016,0,,,20.56,22.01,,2.35,0,0
FI,2016,203,7/21/2016,4,,,21.95,22.31,,2.37,0,0
FI,2016,203,7/21/2016,4,,,22.28,22.06,,2.36,0,0
FI,2016,218,8/5/2016,0,8.47,1.9,18.99,21.56,,2.3,0,0
FI,2016,218,8/5/2016,4,8.49,1.94,20.81,21.74,,2.34,0,0
FI,2016,218,8/5/2016,6,8.57,2.09,30.04,22.68,,2.44,0,0.05
FI,2016,218,8/5/2016,8,8.68,2.26,35.46,23,,2.46,0,0.05
FI,2016,218,8/5/2016,10,,,35.87,23.01,,2.48,0.1,0.19
FI,2016,218,8/5/2016,12,8.68,1.33,35.39,22.89,,2.52,0.33,0.41
FI,2016,218,8/5/2016,12,8.72,1.34,35.6,22.9,,2.54,0.33,0.4
FI,2016,218,8/5/2016,14,,,35.23,22.87,,2.53,0.48,0.47
FI,2016,218,8/5/2016,16,8.64,1.24,35.28,23.2,,2.54,0.61,0.53
FI,2016,218,8/5/2016,18,8.76,1.16,36.11,22.9,,2.6,0.85,0.58
FI,2016,228,8/15/2016,0,,,19.15,21.49,,2.33,0,0
FI,2016,228,8/15/2016,0,,,19.01,21.32,,2.33,0,0
FI,2016,228,8/15/2016,4,,,19.51,21.3,,2.38,0,0
FI,2016,245,9/1/2016,0,,,18.74,21.06,,2.3,0,0
FI,2016,245,9/1/2016,0,,,18.82,21.12,,2.32,0,0
FI,2016,245,9/1/2016,4,,,18.99,20.95,,2.32,0,0
FI,2016,245,9/1/2016,8,,,36.05,22.97,,2.5,0.04,0.07
FI,2016,245,9/1/2016,10,,,36.34,22.93,,2.55,0.19,0.22
FI,2016,245,9/1/2016,12,,,35.99,22.85,,2.57,0.46,0.43
FI,2016,245,9/1/2016,14,,,36.12,22.86,,2.6,0.72,0.53
FI,2016,245,9/1/2016,16,,,36.82,22.93,,2.64,0.95,0.58
FI,2016,245,9/1/2016,18,,,37.54,22.99,,2.66,1.18,0.64
FI,2016,271,9/27/2016,0,,,21.54,21.12,,2.33,0.01,0
FI,2016,271,9/27/2016,4,,,22.01,21.38,,2.33,0.01,0
FI,2016,271,9/27/2016,8,,,34.44,22.77,,2.47,0.1,0.09
FI,2016,271,9/27/2016,16,,,38.2,23.2,,2.68,1.11,0.62
FI,2016,271,9/27/2016,16,,,38.17,23.05,,2.75,1.11,0.62
FI,2016,312,11/7/2016,0,8.54,1.91,26.62,21.99,,2.4,0.01,0
FI,2016,312,11/7/2016,4,8.54,1.92,26.62,21.97,,2.4,0.01,0
FI,2016,312,11/7/2016,4,8.53,1.9,26.69,22.03,,2.39,0.01,0
FI,2016,312,11/7/2016,16,8.75,1.06,39.83,23.28,,2.68,1.49,0.68
FI,2017,48,2/17/2017,0,8.95,2.17,29.54,20.97,4.39,2.26,0,8.3
FI,2017,48,2/17/2017,4,,,30.06,21.35,4.46,2.29,0,0
FI,2017,48,2/17/2017,8,9.11,2.18,30.19,21.42,4.49,2.32,0,0
FI,2017,48,2/17/2017,12,,,30.9,21.39,4.56,2.3,0,0
FI,2017,48,2/17/2017,16,9.39,2.31,32.96,22.2,4.72,2.4,0.02,0.36
FI,2017,48,2/17/2017,16,9.43,2.37,32.82,22.15,4.83,2.39,0.02,0.32
FI,2017,110,4/20/2017,0,8.6,1.5,27.72,19.08,3.83,2.07,0,0
FI,2017,110,4/20/2017,4,,,28.01,19.17,3.87,2.08,0,0
FI,2017,110,4/20/2017,8,8.6,1.5,27.62,18.93,3.8,2.06,0,0
FI,2017,110,4/20/2017,8,8.61,1.52,27.71,19.04,3.89,2.07,0,0
FI,2017,110,4/20/2017,12,,,28.13,19.38,3.87,2.07,0,0
FI,2017,110,4/20/2017,16,8.7,1.51,28.25,19.45,3.91,2.11,0.01,0.01
FI,2017,125,5/5/2017,0,,,27.9,19.19,3.79,2.06,0,0
FI,2017,125,5/5/2017,0,,,28.24,19.24,3.9,2.04,0,0
FI,2017,125,5/5/2017,4,,,27.94,19.17,3.82,2.11,0,0
FI,2017,137,5/17/2017,0,,,27.95,19.07,3.79,2.07,0.01,0
FI,2017,137,5/17/2017,4,,,28.37,19.48,3.8,2.07,0,0
FI,2017,137,5/17/2017,8,,,28.4,19.38,3.77,2.09,0,0
FI,2017,137,5/17/2017,8,,,28.54,19.61,3.73,2.12,0,0
FI,2017,137,5/17/2017,12,,,28.2,19.18,3.81,2.1,0.01,0.01
FI,2017,137,5/17/2017,16,,,28.54,19.41,3.95,2.15,0.05,0.14
FI,2017,153,6/2/2017,0,,,30.17,20.16,4.88,2.22,0,0
FI,2017,153,6/2/2017,0,,,30.27,20.24,4.61,2.25,0,0
FI,2017,153,6/2/2017,4,,,30.44,20.38,4.66,2.24,0,0
FI,2017,166,6/15/2017,0,,,24.12,19.88,4.52,2.16,0,0.01
FI,2017,166,6/15/2017,4,,,24.61,20.19,4.52,2.21,0,0
FI,2017,166,6/15/2017,8,,,30.32,20.23,4.6,2.25,0,0
FI,2017,166,6/15/2017,10,,,30.2,20.03,4.61,2.27,0,0
FI,2017,166,6/15/2017,12,,,31.26,20.3,4.57,2.31,0,0.03
FI,2017,166,6/15/2017,14,,,31.38,20.46,4.58,2.34,0.04,0.22
FI,2017,166,6/15/2017,14,,,31.36,20.51,4.69,2.33,0.02,0.18
FI,2017,166,6/15/2017,16,,,31.23,20.34,4.47,2.28,0.26,0.34
FI,2017,166,6/15/2017,18,,,31.04,20.25,4.7,2.36,0.28,0.34
FI,2017,180,6/29/2017,0,,,23.99,20.35,5.1,2.31,0,0
FI,2017,180,6/29/2017,0,,,24.17,20.49,4.78,2.2,0,0
FI,2017,180,6/29/2017,4,,,25.13,21.4,5.24,2.37,0,0
FI,2017,194,7/13/2017,0,,,22,20.37,4.77,2.15,0,0
FI,2017,194,7/13/2017,4,,,21.71,20.69,4.81,2.19,0,0
FI,2017,194,7/13/2017,8,,,31.45,21.72,5,2.38,0,0
FI,2017,194,7/13/2017,10,,,33.35,21.77,4.93,2.33,0,0.01
FI,2017,194,7/13/2017,12,,,32.84,21.49,4.87,2.41,0.04,0.29
FI,2017,194,7/13/2017,12,,,34.34,22.09,4.76,2.29,0.09,0.3
FI,2017,194,7/13/2017,14,,,33.13,21.69,4.87,2.41,0.23,0.33
FI,2017,194,7/13/2017,16,,,33.25,21.81,4.96,2.44,0.52,0.38
FI,2017,194,7/13/2017,18,,,33.58,21.95,4.44,2.51,0.6,0.38
FI,2017,208,7/27/2017,0,,,21.49,19.58,4.71,2.14,0,0
FI,2017,208,7/27/2017,0,,,22.08,20.01,4.83,2.13,0,0
FI,2017,208,7/27/2017,4,,,22.13,20.06,4.77,2.12,0,0
FI,2017,223,8/11/2017,0,8.51,2.15,22.22,19.83,4.04,2.07,0,0
FI,2017,223,8/11/2017,4,8.52,2.15,20.86,18.72,4.14,1.94,0,0
FI,2017,223,8/11/2017,4,8.61,2.24,20,18.06,3.99,1.91,0,0
FI,2017,223,8/11/2017,6,8.55,2.13,20.36,18.35,4.01,1.93,0,0
FI,2017,223,8/11/2017,8,8.52,2.22,28.94,18.94,3.99,1.99,0.01,0.02
FI,2017,223,8/11/2017,10,,,32.66,20.33,4.28,2.15,0,0.05
FI,2017,223,8/11/2017,12,8.55,2.3,32.44,20.17,4.28,2.2,0.05,0.35
FI,2017,223,8/11/2017,14,,,32.69,20.31,4.27,2.24,0.5,0.38
FI,2017,223,8/11/2017,16,8.55,2.26,33.53,20.52,4.29,2.25,0.77,0.42
FI,2017,223,8/11/2017,18,8.55,1.35,33.47,20.33,4.27,2.26,0.85,0.44
FI,2017,234,8/22/2017,0,,,22.46,20.44,4.97,2.22,0,0
FI,2017,234,8/22/2017,0,,,22.39,20.23,5.39,2.2,0,0
FI,2017,234,8/22/2017,4,,,22.22,20.18,5.06,2.22,0,0
FI,2017,248,9/5/2017,0,,,22.71,20.64,4.95,2.21,0,0
FI,2017,248,9/5/2017,4,,,23.43,21.12,5.14,2.24,0,0
FI,2017,248,9/5/2017,8,,,29.53,21.34,4.98,2.29,0,0.01
FI,2017,248,9/5/2017,10,,,34.65,21.49,4.85,2.32,0,0.15
FI,2017,248,9/5/2017,10,,,35.08,21.82,5.07,2.42,0,0.15
FI,2017,248,9/5/2017,12,,,34.95,21.62,4.22,2.37,0.06,0.36
FI,2017,248,9/5/2017,14,,,34.97,21.48,5.01,2.41,0.53,0.41
FI,2017,248,9/5/2017,16,,,36.41,21.88,4.91,2.51,0.93,0.46
FI,2017,248,9/5/2017,18,,,37.37,22.15,5.09,2.59,1.06,0.49
FI,2017,276,10/3/2017,0,,,22.73,20.52,4.61,2.18,0,0
FI,2017,276,10/3/2017,4,,,22.66,20.43,4.52,2.15,0,0
FI,2017,276,10/3/2017,8,,,26.89,20.7,4.49,2.18,0,0.01
FI,2017,276,10/3/2017,16,,,35.59,21.04,4.51,2.44,0.89,0.46
FI,2017,276,10/3/2017,16,,,35.44,21.01,4.46,2.48,0.89,0.46
FI,2017,296,10/23/2017,0,9,2,26.58,20.93,4.63,2.24,0,0
FI,2017,296,10/23/2017,0,9,3,26.95,21.23,4.49,2.27,0.01,0
FI,2017,296,10/23/2017,4,9,2,26.72,20.96,4.64,2.27,0,0.01
FI,2017,296,10/23/2017,16,9,1,37.24,21.57,4.71,2.62,1.23,0.62
FI,2018,58,2/27/2018,0,9.4,1.46,31.77,23.36,5.35,2.51,0,0
FI,2018,58,2/27/2018,4,,,32.21,23.74,5.42,2.53,0,0
FI,2018,58,2/27/2018,8,9.53,1.52,32.2,23.62,5.35,2.54,0,0
FI,2018,58,2/27/2018,12,,,35.06,25.22,6.05,2.7,0,0
FI,2018,58,2/27/2018,16,9.74,1.53,34.72,24.37,5.61,2.61,0.06,0
FI,2018,58,2/27/2018,16,9.8,1.53,34.61,24.36,5.57,2.57,0.01,0.01
FI,2018,115,4/25/2018,0,9.39,1.4,31.33,22.09,5.05,2.4,0,0
FI,2018,115,4/25/2018,0,9.39,1.4,31.22,22.05,5.09,2.38,0,0
FI,2018,115,4/25/2018,4,,,30.42,21.48,4.96,2.36,0,0
FI,2018,115,4/25/2018,8,9.36,1.42,31.21,21.98,4.98,2.36,0,0
FI,2018,115,4/25/2018,12,,,31.37,22.06,4.91,2.35,0,0
FI,2018,115,4/25/2018,16,9.35,1.45,31.18,21.92,5.19,2.42,0,0
FI,2018,138,5/18/2018,0,,,29.47,21,4.82,2.3,0.01,0
FI,2018,138,5/18/2018,0,,,29.48,21.24,4.94,2.32,0.01,0
FI,2018,138,5/18/2018,4,,,29.66,21.04,4.86,2.31,0.01,0
FI,2018,138,5/18/2018,8,,,31.04,21.62,5.02,2.41,0,0
FI,2018,138,5/18/2018,12,,,30.78,21.55,4.98,2.42,0,0
FI,2018,138,5/18/2018,16,,,31.37,21.61,5.13,2.44,0.01,0.08
FI,2018,152,6/1/2018,0,,,23.73,20.19,4.84,2.17,0.03,0
FI,2018,152,6/1/2018,4,,,27.08,20.44,4.98,2.2,0.03,0
FI,2018,152,6/1/2018,4,,,27.24,20.5,4.89,2.18,0.02,0
FI,2018,164,6/13/2018,0,,,23.53,20.93,4.92,2.23,0,0
FI,2018,164,6/13/2018,4,,,23.09,20.59,5,2.17,0,0
FI,2018,164,6/13/2018,8,,,29.82,21.17,4.98,2.31,0,0
FI,2018,164,6/13/2018,10,,,30.1,21.29,4.95,2.35,0,0
FI,2018,164,6/13/2018,12,,,30.34,21.64,5.01,2.36,0.01,0
FI,2018,164,6/13/2018,14,,,30.72,21.81,5.06,2.37,0.02,0.05
FI,2018,164,6/13/2018,14,,,30.4,21.12,4.91,2.3,0.02,0.04
FI,2018,164,6/13/2018,16,,,30.9,21.2,4.92,2.34,0.06,0.28
FI,2018,164,6/13/2018,18,,,31.67,21.46,5,2.4,0.66,0.59
FI,2018,178,6/27/2018,0,,,22.37,20.37,4.99,2.2,0.01,0
FI,2018,178,6/27/2018,0,,,22.25,20.22,4.94,2.17,0,0
FI,2018,178,6/27/2018,4,,,22.57,20.45,4.91,2.18,0,0
FI,2018,193,7/12/2018,0,,,20.67,20.63,5.06,2.23,0,0
FI,2018,193,7/12/2018,4,,,20.85,20.76,5.08,2.2,0,0
FI,2018,193,7/12/2018,8,,,30.38,21.25,5.19,2.33,0,0
